record_id,ideology_response,gender,race,age,zip,variable1,variable2,variable3,variable4,variable5
70,Moderate,1 - female,hispanic,22,93107,0.07802,0.12625,59350,0.24399,76
71,Liberal,1 - female,hispanic,22,93036,0,0.14847,111476,0.03892,92.3
72,Moderate,1 - female,hispanic,24,91406,0,0.06381,36148,0.55995,62.5
75,Moderate,1 - female,caucasian,76,80127,0.00927,0.17571,100156,0.07641,94.4
76,Moderate,1 - female,caucasian,33,80022,0.01131,0.09433,76477,0.03401,21.7
79,Conservative,1 - female,caucasian,36,80236,0.0262,0.05285,67727,0.20098,31.3
80,Liberal,1 - female,caucasian,48,80910,0,0.07763,46810,0,86.9
88,Moderate,1 - female,caucasian,71,6492,0.03683,0.14518,61234,0.23803,59.4
92,Liberal,1 - female,caucasian,21,6016,0.02265,0.1383,62829,0.24638,81.4
95,Conservative,1 - female,caucasian,62,32091,0,0.01741,17550,0.24716,64.7
98,Conservative,1 - female,caucasian,74,33027,0,0.04897,23632,0.13655,55.3
99,Conservative,1 - female,caucasian,36,33324,0.0081,0.23377,74799,0.25384,16.9
101,Moderate,1 - female,caucasian,72,32257,0.01303,0.2139,73875,0.09231,15.8
104,Moderate,1 - female,caucasian,49,33511,0.00942,0.07183,41466,0.66367,20.3
105,Moderate,1 - female,black,55,34475,0.05524,0.03426,26942,0.23431,84.4
107,Liberal,1 - female,caucasian,45,32578,0.00648,0.23834,101425,0.03437,59.2
108,Conservative,1 - female,hispanic,68,34758,0,0.0199,53634,0.01403,28.8
109,Liberal,1 - female,caucasian,55,33835,0.01486,0.05701,44043,0.11221,83.3
111,Moderate,1 - female,caucasian,72,33418,0,0.28365,141434,0.02383,90.2
113,Liberal,1 - female,other,51,33767,0.11321,0.12363,54904,0.12697,76.2
115,Liberal,1 - female,caucasian,58,33709,0,0.03432,59013,0,82.7
116,Moderate,1 - female,caucasian,68,33803,0.01486,0.05701,44043,0.11221,66.6
117,Moderate,1 - female,caucasian,45,33880,0,0.08532,51375,0.04656,15.5
118,Liberal,1 - female,caucasian,45,33801,0.07045,0.0383,40089,0.09841,70.8
119,Moderate,1 - female,caucasian,69,33823,0.01161,0.07055,51333,0.02861,22.9
122,Conservative,1 - female,caucasian,52,32327,0,0.06426,58163,0.0381,36
124,Moderate,1 - female,black,70,33511,0.02597,0.06089,55530,0.67936,93.6
125,Moderate,1 - female,caucasian,44,33881,0.01114,0.16094,54531,0.2018,60
126,Moderate,1 - female,black,41,32351,0.01779,0.07698,45982,0.18783,77.7
127,Liberal,1 - female,caucasian,32,33907,0.02551,0.05655,54071,0.72487,70.7
128,Moderate,1 - female,caucasian,48,32935,0.01764,0.09765,49114,0.09856,37.8
130,Conservative,1 - female,caucasian,53,32570,0,0.04815,37253,0.14138,31.4
131,Dont Know/ Refused,1 - female,hispanic,24,33183,0.01721,0.06892,67885,0,75.8
133,Conservative,1 - female,black,23,32073,0.00581,0.09052,72528,0.00475,75
136,Moderate,1 - female,black,59,30631,0.03371,0.04469,20769,0,78
137,Liberal,1 - female,black,46,30331,0.00561,0.26185,76016,0.2786,86.8
138,Liberal,1 - female,asian,49,30324,0.00764,0.25708,77747,0.04262,62.6
139,Dont Know/ Refused,1 - female,black,58,30318,0,0.01746,14196,0.81114,77.1
141,Moderate,1 - female,caucasian,66,30516,0.14833,0.06798,24625,0.03632,53.9
142,Conservative,1 - female,black,69,30058,0.00267,0.15247,72762,0.02694,71.6
143,Moderate,1 - female,caucasian,66,30121,0.01615,0.0054,41400,0.03497,20
144,Liberal,1 - female,caucasian,73,30082,0.01605,0.21443,91650,0.02544,14.2
145,Conservative,1 - female,black,40,31709,0,0.064,27348,0.42382,75.9
146,Liberal,1 - female,caucasian,37,31552,0.05774,0.04634,46307,0.03928,12.6
148,Liberal,1 - female,caucasian,48,30043,0.00375,0.0945,80213,0,19.6
149,Liberal,1 - female,caucasian,41,30680,0,0.06699,20946,0.25617,36.1
150,Moderate,1 - female,black,27,30263,0.00414,0.13271,94563,0,59
152,Dont Know/ Refused,1 - female,caucasian,28,30004,0.00271,0.19875,90914,0.14988,30.3
153,Dont Know/ Refused,1 - female,black,69,30311,0.10651,0.03759,25773,0.73532,69.2
155,Conservative,1 - female,black,24,30233,0.02414,0.04017,60054,0,64.2
156,Moderate,1 - female,black,23,30165,0,0.09013,50199,0.13292,62.3
157,Moderate,1 - female,caucasian,61,96728,0.05051,0.07595,44063,0.00756,74.6
159,Moderate,1 - female,caucasian,34,96744,0.01358,0.10485,77273,0.19515,49.4
161,Moderate,1 - female,caucasian,56,52342,0.02907,0.03711,47039,0,32.3
162,Liberal,1 - female,caucasian,33,50613,0.02178,0.20061,57969,0.10464,85.5
164,Dont Know/ Refused,1 - female,caucasian,49,50125,0.03907,0.21908,79185,0.02757,12.7
167,Dont Know/ Refused,1 - female,caucasian,50,50501,0.11017,0.10208,15458,0.37346,88.2
168,Conservative,1 - female,caucasian,60,83867,0.03324,0.04028,35357,0.08061,45.1
170,Moderate,1 - female,caucasian,56,83616,0.01806,0.17134,89038,0.01114,81.6
173,Moderate,1 - female,caucasian,63,60073,0.00328,0.06309,50217,0.05153,16.1
175,Conservative,1 - female,caucasian,50,60544,0.00269,0.05433,61592,0.0075,41.8
176,Liberal,1 - female,caucasian,72,60438,0.00944,0.05379,95909,0.00644,84.8
177,Liberal,1 - female,black,56,60643,0.03695,0.0617,55057,0,87.4
179,Dont Know/ Refused,1 - female,caucasian,71,60439,0.00393,0.14213,98618,0,21.8
181,Moderate,1 - female,caucasian,30,60560,0,0.12108,82762,0,65.6
184,Conservative,1 - female,caucasian,50,60056,0.07985,0.06463,69519,0,16.9
186,Moderate,1 - female,black,68,60629,0,0.04384,15653,0.41227,94.7
187,Liberal,1 - female,black,28,60629,0.10149,0.03586,34783,0.57783,87.4
188,Liberal,1 - female,caucasian,38,60056,0.01887,0.07815,48229,0.40421,76.6
189,Dont Know/ Refused,1 - female,black,27,60637,0,0.04497,11417,1,80.4
190,Dont Know/ Refused,1 - female,black,27,60418,0.04762,0.12923,53903,0.29541,77.1
192,Conservative,1 - female,caucasian,32,62555,0.07424,0.01824,47898,0,47.5
195,Liberal,1 - female,caucasian,46,46385,0.00825,0.07917,79906,0,73
201,Moderate,1 - female,caucasian,61,46807,0.02863,0.04869,37500,0.06572,70.7
204,Conservative,1 - female,caucasian,62,67204,0.04656,0.04444,33828,0.38646,27.2
205,Liberal,1 - female,caucasian,65,66049,0.00562,0.31594,90978,0.11127,72.5
208,Liberal,1 - female,black,68,66043,0,0.18595,81875,0.06708,74.3
210,Moderate,1 - female,caucasian,41,67423,0.02156,0.04312,47031,0.01478,35.5
213,Liberal,1 - female,caucasian,38,40205,0,0.27666,76875,0.02439,90.9
215,Moderate,1 - female,caucasian,67,40511,0,0.14229,43125,0.19355,26.9
218,Conservative,1 - female,black,43,42440,0.01132,0.06051,39096,0.07707,26.2
219,Liberal,1 - female,caucasian,46,42031,0.03764,0.03457,31695,0.02515,76
220,Liberal,1 - female,caucasian,35,40744,0,0.1058,37583,0,69.2
221,Dont Know/ Refused,1 - female,caucasian,28,40203,0.03846,0.00504,19046,0.0443,89.2
222,Moderate,1 - female,caucasian,38,41056,0.11168,0.05128,22083,0.23238,46.1
223,Liberal,1 - female,black,29,40511,0.04484,0.16335,46874,0.24077,43
224,Conservative,1 - female,caucasian,70,71106,0,0.01565,31339,0.30469,42.4
225,Moderate,1 - female,caucasian,56,70560,0,0.03359,46879,0.01117,12.9
227,Dont Know/ Refused,1 - female,black,23,70122,0,0,9444,0.59353,79.3
228,Liberal,1 - female,caucasian,60,70770,0.02277,0.03711,71000,0,58.5
229,Moderate,1 - female,caucasian,60,71457,0.1194,0.18065,23313,0.43312,64.5
230,Conservative,1 - female,caucasian,72,2715,0,0.08075,83273,0.07381,45.1
232,Moderate,1 - female,caucasian,70,1077,0,0.15391,73015,0.02442,64.9
234,Moderate,1 - female,hispanic,37,1105,0,0.02169,19597,1,90.2
235,Conservative,1 - female,caucasian,55,2169,0.04657,0.14765,48250,0.43696,73.7
236,Liberal,1 - female,caucasian,29,1151,0,0.05417,46696,0.27488,91.5
237,Moderate,1 - female,caucasian,66,1913,0.00859,0.1231,61932,0.38179,91.4
239,Moderate,1 - female,hispanic,26,1970,0.27899,0.01262,23245,0.85083,NA
240,Liberal,1 - female,black,64,21044,0.01597,0.22295,72674,0.18041,97.4
242,Conservative,1 - female,caucasian,68,21740,0.03497,0.18687,46309,0.32231,10.9
244,Liberal,1 - female,black,67,21133,0.01071,0.17597,87750,0.01358,83.5
245,Conservative,1 - female,black,62,20781,0.09626,0.16591,61146,0.16571,83.1
247,Moderate,1 - female,black,28,20743,0,0.0114,25547,0.56022,87.1
248,Moderate,1 - female,caucasian,40,4346,0.01946,0.024,39469,0.11321,68
249,Liberal,1 - female,caucasian,56,4769,0.11653,0.1659,43456,0.04896,83.4
258,Moderate,1 - female,black,39,48224,0,0.07065,12451,0.10537,77
262,Moderate,1 - female,caucasian,76,48734,0.12381,0.1168,77500,0,39.1
263,Moderate,1 - female,caucasian,43,48823,0,0.19457,28191,0.74978,70.6
270,Moderate,1 - female,caucasian,49,65018,0.15152,0.02031,53676,0,23.7
271,Liberal,1 - female,caucasian,33,63119,0,0.3651,94911,0,59.8
272,Conservative,1 - female,caucasian,59,65740,0.0902,0.01919,36042,0.00268,32.9
273,Liberal,1 - female,caucasian,46,64117,0.01359,0.09158,57797,0.11702,47.2
275,Conservative,1 - female,caucasian,46,63049,0,0.04766,59505,0.01979,59.3
277,Conservative,1 - female,caucasian,58,64850,0,0.05089,55455,0.16586,28.3
278,Moderate,1 - female,caucasian,59,63060,0,0.09787,53750,0,44.5
280,Moderate,1 - female,caucasian,30,63125,0.05063,0.06993,39239,0.56978,67.4
281,Conservative,1 - female,caucasian,48,65668,0.02266,0.02231,28685,0.02246,13.4
282,Conservative,1 - female,caucasian,26,65775,0,0.10392,39283,0.13632,44.1
284,Conservative,1 - female,caucasian,74,65613,0.08466,0.03464,40583,0.12836,37.4
286,Conservative,1 - female,caucasian,72,39073,0.00617,0.00329,47850,0.02218,28.2
287,Liberal,female,caucasian,63,59602,0.02954,0.10245,52458,0.06225,45.2
288,Dont Know/ Refused,female,caucasian,57,59919,0,0.08614,26196,0,53.4
289,Conservative,female,caucasian,68,59327,0,0.00877,38750,0.10634,32.4
290,Dont Know/ Refused,female,caucasian,70,59079,0.01322,0.03701,65000,0,51.9
291,Moderate,female,caucasian,64,59901,0.01013,0.03846,40868,0.01888,38.7
295,Conservative,female,caucasian,52,28110,0.00543,0.03838,54113,0,16.5
297,Dont Know/ Refused,female,black,38,27559,0,0.05256,55257,0,76.6
299,Conservative,female,black,39,27707,0,0.04608,18958,0.57627,94.5
301,Liberal,female,caucasian,72,27103,0,0.05808,46654,0.17562,82.1
302,Moderate,female,caucasian,57,27882,0.01055,0.0559,42909,0.11095,60.6
303,Moderate,female,caucasian,52,28412,0,0.15385,63606,0.20336,77.3
306,Moderate,female,other,67,28617,0,0.12436,47685,0.00561,38.2
307,Liberal,female,caucasian,29,27028,0,0.04192,31927,0,41
308,Dont Know/ Refused,female,black,43,27405,0,0.02396,29797,0.74063,84.3
309,Conservative,female,caucasian,71,58474,0.06746,0.04122,38125,0.12344,17.4
312,Moderate,female,asian,62,7306,0.07456,0.14255,31490,0.75342,88.5
313,Conservative,female,caucasian,70,7410,0.03205,0.16636,81350,0.219,78.6
314,Liberal,female,caucasian,67,8093,0.01066,0.05646,44798,0.50374,87.8
319,Liberal,female,caucasian,29,7410,0,0.2283,40872,0.29689,95.9
320,Conservative,female,hispanic,28,8201,0,0.09482,64669,0.04983,68.3
321,Moderate,female,caucasian,53,8089,0,0.03438,95673,0.00514,44.6
322,Liberal,female,caucasian,26,8205,0.02476,0.05313,68958,0,85.5
323,Conservative,female,caucasian,51,87113,0.0207,0.15522,57457,0.04578,60.8
324,Moderate,female,caucasian,29,88001,0,0.03755,15879,0.33406,81.9
328,Dont Know/ Refused,female,caucasian,72,10925,0,0.02355,69649,0.10886,25.2
329,Moderate,female,black,33,10469,0.05217,0.01864,12935,0.97318,94.1
330,Moderate,female,asian,42,10031,0.03586,0.08519,30625,0.98582,66.5
332,Moderate,female,hispanic,33,10032,0.07607,0.07598,26507,0.96564,88.2
333,Liberal,female,caucasian,75,10010,0.44281,0.27879,54639,0.46691,97.8
335,Liberal,female,caucasian,59,11201,0.19172,0.32607,84688,0.26506,57.5
336,Moderate,female,black,74,11216,0.32353,0.11822,32379,0.83893,92.5
337,Moderate,female,caucasian,34,11702,0,0.08079,105250,0,72
339,Moderate,female,caucasian,51,11967,0,0.31429,13235,0.93103,52.8
340,Liberal,female,caucasian,67,14615,0,0.04665,29345,0.21884,73.3
342,Dont Know/ Refused,female,caucasian,54,10543,0.39936,0.38857,44337,0.77196,89.9
343,Moderate,female,caucasian,71,12413,0.02743,0.06004,34885,0.3863,21.3
349,Liberal,female,asian,32,11201,0.10887,0.29739,69345,0.92378,84.8
353,Conservative,female,hispanic,23,13676,0.07799,0.08574,41670,0.12532,64
355,Moderate,female,caucasian,75,44870,0.02949,0.0683,46403,0.11803,78.9
356,Moderate,female,black,57,44103,0.04348,0.14362,9245,0.56263,81.6
358,Liberal,female,hispanic,49,44053,0,0.07143,60698,0.19112,74.4
359,Dont Know/ Refused,female,caucasian,34,43701,0,0.01988,13708,0.29256,75.8
360,Moderate,female,caucasian,56,44656,0.02528,0.02676,53198,0,81.8
362,Liberal,female,caucasian,57,44131,0,0.12102,64469,0,90.6
363,Liberal,female,caucasian,34,43015,0.05263,0.21145,76250,0.08823,82.6
365,Conservative,female,caucasian,68,43912,0.01734,0.007,28250,0.09896,70.5
367,Moderate,female,caucasian,42,44484,0,0.00583,40039,0,48.8
375,Dont Know/ Refused,female,caucasian,56,74354,0.02664,0.01974,26719,0.23394,55.3
377,Liberal,female,caucasian,64,74127,0.01441,0,28426,0.26234,77.3
378,Conservative,female,caucasian,68,74467,0,0.03846,30536,0.08833,14.8
379,Conservative,female,unknown,36,74447,0,0.04364,22996,0,22.1
380,Moderate,female,caucasian,55,97420,0.04583,0.07868,25000,0,67.5
381,Liberal,female,caucasian,67,97333,0.09918,0.26622,50185,0.27605,85.8
385,Conservative,female,caucasian,47,97396,0.00774,0.00767,30147,0.17578,12.6
386,Moderate,female,caucasian,30,97338,0.05542,0.00829,66667,0.19056,73.3
387,Conservative,female,caucasian,58,97236,0.01358,0.06109,53734,0.14282,33.4
388,Liberal,female,caucasian,32,97333,0.02418,0.16739,50137,0.44453,89.2
389,Moderate,female,caucasian,67,97457,0.14485,0.02634,28611,0.46535,26
390,Moderate,female,caucasian,56,15227,0,0.07843,48889,0,88.7
391,Moderate,female,caucasian,67,15139,0.04295,0.08524,32126,0.4681,92.6
393,Conservative,female,caucasian,47,19082,0.08624,0.13389,70268,0.20992,10.8
395,Liberal,female,black,44,19153,0,0.08514,61590,0.13,95.6
398,Conservative,female,caucasian,76,17552,0.03299,0.03663,49343,0.16096,6.7
401,Moderate,female,caucasian,75,17022,0.08075,0.0664,35813,0.605,22.3
407,Conservative,female,caucasian,55,18407,0,0.05209,43438,0.37428,53.5
409,Liberal,female,black,26,19142,0.2492,0.00524,46542,0,94
413,Liberal,female,other,63,29420,0.00696,0.04412,52150,0.23233,61.2
414,Conservative,female,black,59,29148,0,0.01774,28194,0,71.2
415,Moderate,female,caucasian,54,29527,0.01348,0.02672,46103,0.01713,10
416,Moderate,female,caucasian,60,29379,0,0.02345,41458,0,30.1
417,Conservative,female,caucasian,43,29710,0,0.04945,63714,0,24.8
418,Conservative,female,caucasian,67,29742,0.00325,0.03678,41054,0,33.3
419,Moderate,female,caucasian,57,29715,0.01637,0.08069,51332,0.0947,74.6
420,Liberal,female,caucasian,55,57078,0.01912,0.15029,70183,0.08567,62.3
421,Dont Know/ Refused,female,caucasian,37,37801,0.00957,0.07223,47218,0.0745,66.9
423,Moderate,female,black,63,38012,0,0.09434,40500,0.14236,89.1
424,Dont Know/ Refused,female,caucasian,32,38242,0,0.01692,18214,0.04264,51
425,Conservative,female,caucasian,54,38375,0,0.04104,40714,0.04331,16
426,Liberal,female,black,47,38128,0.01088,0.06649,30652,0.6707,94
427,Conservative,female,black,41,38127,0.06581,0.01793,31743,0,70.6
429,Conservative,female,caucasian,52,37072,0,0.03468,47500,0.13375,20.3
434,Conservative,female,caucasian,74,78228,0,0.00852,17037,0.67968,59.1
435,Liberal,female,black,40,75223,0.08951,0.01144,25451,0.59432,85.4
436,Conservative,female,hispanic,54,75060,0.1211,0.03588,26844,0.81987,54.9
438,Liberal,female,caucasian,70,76705,0,0.06108,47716,0,32.3
439,Conservative,female,caucasian,62,78059,0.00192,0.04608,35500,0.01904,33.2
441,Conservative,female,caucasian,53,75965,0,0.22129,24531,0.46147,37.6
442,Liberal,female,black,54,76119,0,0.0035,34868,0,74.6
443,Liberal,female,caucasian,37,77066,0,0.04203,58156,0.41904,70.5
445,Conservative,female,caucasian,49,75103,0,0.06742,57303,0.0773,37.3
447,Conservative,female,caucasian,48,76360,0,0.01145,40066,0,55.6
448,Moderate,female,caucasian,77,78662,0.01959,0.01071,73194,0,35.7
449,Liberal,female,caucasian,36,75075,0.04583,0.15192,94375,0,68.3
450,Conservative,female,caucasian,71,77302,0,0.11848,86000,0,36.7
451,Moderate,female,black,51,77070,0,0.07465,60945,0.26341,78.2
455,Conservative,female,black,54,77061,0,0.01029,21827,0.55532,61.6
456,Liberal,female,caucasian,68,75075,0,0.29436,125855,0.00549,57.4
457,Liberal,female,caucasian,30,76308,0,0.43392,50368,0.22376,71.3
458,Liberal,female,black,54,75246,0.11017,0.09746,18819,0.63736,49.7
459,Moderate,female,caucasian,56,77320,0,0.08457,34242,0,30.8
460,Conservative,female,caucasian,27,77303,0,0.05702,49318,0,41.7
461,Liberal,female,caucasian,33,84049,0.01778,0.09266,62030,0.06296,68.6
463,Moderate,female,caucasian,34,84037,0.02882,0.15121,71528,0,17.4
464,Moderate,female,caucasian,62,24211,0.01241,0.10936,54866,0.04151,73.3
466,Moderate,female,caucasian,62,23322,0.0032,0.08688,85500,0,35.7
468,Conservative,female,caucasian,74,23669,0.01385,0.0771,43844,0.3125,10.5
471,Liberal,female,caucasian,44,23322,0,0.16313,97000,0.02352,59.4
476,Dont Know/ Refused,female,hispanic,38,20110,0.11547,0.09112,43250,0.3998,72.9
478,Moderate,female,caucasian,71,23060,0.02122,0.12633,40458,0.57875,24.1
480,Conservative,female,caucasian,54,98402,0.0395,0.16323,52679,0.41557,49.1
481,Conservative,female,caucasian,47,98408,0,0.02522,44482,0,93
482,Moderate,female,black,40,98012,0.01968,0.08276,64780,0.1717,77.3
484,Moderate,female,caucasian,68,98936,0.03095,0.01779,59205,0.04343,25.2
485,Moderate,female,caucasian,49,98208,0.0135,0.13259,103314,0.01772,86.4
487,Conservative,female,caucasian,28,99352,0.00701,0.19745,59837,0.04186,82
495,Liberal,female,caucasian,50,98632,0,0,25026,0.22861,61.1
497,Liberal,female,caucasian,24,98021,0.01975,0.09066,95156,0.01564,56.5
499,Liberal,female,caucasian,70,53182,0.0033,0.07225,86607,0.02806,32.4
500,Conservative,female,caucasian,67,53213,0,0.20816,69545,0.27136,45
504,Dont Know/ Refused,female,caucasian,62,54952,0,0.13255,88750,0.0141,65.9
506,Moderate,female,black,27,53218,0,0.00613,33636,0.03778,81.7
509,Conservative,female,caucasian,58,72560,0,0.01318,28661,0.04847,15.6
510,Moderate,female,caucasian,36,72404,0,0.12286,59545,0.24108,67.1
511,Conservative,female,black,34,72209,0,0.0231,37589,0.01115,78.3
512,Conservative,female,caucasian,55,72110,0,0.03016,18583,0.21354,22.9
513,Conservative,female,caucasian,29,72117,0.07477,0.00808,25791,0,22.9
514,Moderate,female,caucasian,60,85119,0.02177,0.05816,49301,0.05011,20.3
515,Moderate,female,caucasian,70,85648,0.0067,0.04903,52604,0.00683,88.2
517,Conservative,female,caucasian,76,85739,0.00386,0.21089,65324,0,15.5
520,Moderate,female,caucasian,67,85120,0,0.02216,17215,0.20602,88.3
521,Liberal,female,hispanic,49,85354,0.06347,0.02954,51912,0,33.6
522,Conservative,female,caucasian,64,85014,0.03377,0.06228,34299,0.55556,28.4
528,Liberal,female,caucasian,51,90035,0.09801,0.09893,54718,0.81753,98.5
529,Moderate,female,black,62,90037,0,0.01602,44323,0.12927,95.1
530,Conservative,female,hispanic,60,90044,0,0.00235,40234,0.25746,94.1
531,Conservative,female,black,72,90044,0,0.04469,48447,0.1397,94.2
532,Conservative,female,caucasian,63,91352,0,0.01972,45227,0.21555,55.2
533,Liberal,female,caucasian,44,90230,0,0.18014,81548,0.32724,89.1
534,Liberal,female,hispanic,35,92557,0.0264,0.04266,71513,0.02914,93.4
536,Moderate,female,caucasian,42,92653,0,0.21918,63688,0.03002,93
538,Moderate,female,hispanic,32,92335,0,0.02641,28214,0.59365,91.9
539,Moderate,female,caucasian,46,92307,0,0.16682,84048,0.16161,84.9
540,Moderate,female,caucasian,63,91709,0,0.12538,86250,0.29154,63.2
543,Moderate,female,black,57,94115,0.04814,0.1195,16917,0.75542,97.4
547,Liberal,female,caucasian,73,95603,0.01852,0.02413,40118,0.15664,88.5
548,Conservative,female,caucasian,60,95206,0,0.01319,38095,0.19481,94.4
555,Liberal,female,hispanic,59,90262,0,0.00628,49118,0.01807,86.4
556,Moderate,female,unknown,77,93560,0,0.01562,82538,0.0051,74
557,Liberal,female,caucasian,39,95621,0,0.02702,58469,0.08032,92.7
560,Liberal,female,black,27,94585,0,0.01682,108177,0.02138,93.5
561,Conservative,female,caucasian,72,90802,0,0.02798,31182,0.65699,94.1
562,Conservative,female,hispanic,24,92056,0,0.06479,99063,0,70.2
563,Moderate,female,hispanic,54,92308,0.02508,0.01262,52813,0,74.4
565,Moderate,female,hispanic,24,91915,0.01326,0.134,101054,0.00542,69.9
567,Moderate,female,hispanic,32,91763,0,0.01887,60250,0.03273,56
568,Moderate,female,caucasian,23,92707,0.01373,0.00761,49861,0.55521,85.5
569,Conservative,female,hispanic,22,95351,0.20144,0.01693,17097,0.07848,61.3
571,Conservative,female,caucasian,50,80917,0.01581,0.10592,76667,0,3.1
572,Moderate,female,caucasian,36,80543,0.00825,0.02416,54583,0.02612,8.1
573,Conservative,female,caucasian,59,81526,0.09256,0.06113,59955,0.00819,10.1
574,Liberal,female,unknown,32,80911,0,0.08268,60156,0,90.8
578,Moderate,female,caucasian,62,80401,0.20574,0.16818,67411,0.05679,39.8
579,Conservative,female,black,21,80911,0.00848,0.09082,68765,0.00877,50.1
582,Conservative,female,caucasian,61,6029,0,0.19333,87596,0.39216,71.7
586,Moderate,female,caucasian,31,6525,0,0.39146,137222,0.01199,52.7
587,Moderate,female,black,41,6513,0.02405,0.02102,49306,0.37171,84.9
590,Conservative,female,caucasian,69,19945,0,0.1025,47895,0.01226,13.1
591,Conservative,female,caucasian,72,33573,0,0.17518,49970,0,11.4
593,Moderate,female,caucasian,57,32446,0.02346,0.05383,35272,0.23636,51.3
598,Moderate,female,caucasian,55,32935,0,0.15348,55048,0,82
604,Moderate,female,hispanic,54,33875,0.03966,0.07096,38175,0.03768,45.5
606,Moderate,female,black,50,32208,0,0.03261,38661,0.03729,92.4
609,Conservative,female,caucasian,57,33411,0.01716,0.09631,80338,0.07581,6.1
610,Liberal,female,caucasian,40,33781,0.02689,0.03448,55144,0.1032,11.4
611,Moderate,female,caucasian,46,34683,0.01975,0.07911,43894,0,85
612,Moderate,female,caucasian,59,33774,0.02408,0.04213,34554,0.01282,18.5
614,Dont Know/ Refused,female,caucasian,35,33708,0.02191,0.11503,38692,0.02679,70.7
616,Liberal,female,caucasian,40,34293,0.02635,0.08737,40407,0,57.8
617,Conservative,female,caucasian,77,34235,0.02066,0.1796,63622,0.08879,11.2
618,Conservative,female,caucasian,35,32707,0.00823,0.07466,66005,0.13765,27.8
619,Moderate,female,black,32,32808,0,0.07678,57284,0,88.5
621,Liberal,female,caucasian,34,33066,0.01316,0.11072,73516,0,30.7
624,Liberal,female,caucasian,30,32607,0.06792,0.53952,31328,0.039,49.5
628,Moderate,female,black,33,33612,0.01299,0.0107,36535,0.45172,87.7
633,Moderate,female,black,43,32837,0,0.05251,50270,0,89.9
634,Moderate,female,other,21,32065,0.00182,0.06132,70346,0.11611,57.9
636,Moderate,female,black,65,30909,0,0.08733,51425,0.06971,89.5
639,Conservative,female,black,63,30102,0.00945,0.1549,51503,0.51843,68.4
642,Moderate,female,black,56,30102,0.02738,0.06676,64028,0.02244,69.4
644,Moderate,female,black,33,31906,0,0.14974,41793,0.56182,80.4
